Static	Dynamic	Guided
0.000731443	0.000765506	0.000757941
0.000440345	0.000387674	0.00046713
0.000460613	0.000321734	0.000386432
0.000336666	0.000305146	0.000329851
0.000265134	0.000307356	0.000312492
0.000277988	0.000286587	0.000289305
0.000323844	0.000293671	0.000292897
0.000278514	0.000292355	0.000311221
0.000344615	0.00030963	0.000304186
0.000300603	0.000288168	0.000306989
0.000336119	0.000310297	0.00030949
0.000279271	0.000295025	0.000298512
0.000301587	0.000297208	0.000298599
0.000300681	0.000297549	0.000298351
0.00032374	0.000299441	0.000306802
0.000279381	0.000299905	0.000302894
0.000278759	0.000304893	0.000314785
0.000279084	0.000305595	0.000287546
0.000327521	0.000299386	0.00029721
0.000310065	0.000305725	0.000297347
0.000306912	0.000305972	0.000300305
0.000317849	0.00030662	0.000290587
0.000308373	0.000342325	0.000302196
0.000350588	0.000384574	0.000329333
