Static	Dynamic	Guided
0.000716573	0.000737467	0.000779096
0.000440229	0.000392255	0.000472942
0.000394948	0.000320608	0.000371933
0.000267745	0.000247147	0.00032707
0.000248704	0.000195426	0.000278337
0.000219182	0.000164606	0.000248352
0.000218317	0.000172524	0.000275645
0.000219441	0.00013581	0.000242752
0.000202006	0.000136828	0.00022009
0.000184615	0.000135716	0.000215517
0.000188416	0.000137119	0.000225299
0.000187826	0.00013728	0.000196951
0.000173273	0.000144617	0.000208101
0.000180128	0.000146406	0.000213428
0.000161084	0.000160755	0.000183514
0.000164649	0.000140869	0.000178858
0.000166821	0.000146878	0.000184696
0.000169261	0.000144188	0.000181012
0.000182234	0.000142368	0.00017877
0.000172199	0.000144489	0.000175034
0.000164031	0.000144906	0.000192184
0.000164341	0.000141603	0.000167279
0.000175102	0.000146435	0.000180454
0.000192827	0.000173948	0.000216051
