Static	Dynamic	Guided
0.000709772	0.000735675	0.000719508
0.000664257	0.000684861	0.000684825
0.000683033	0.000675858	0.000702049
0.000704689	0.000651906	0.00070623
0.00078346	0.000745267	0.00072766
0.000711607	0.000690723	0.000707452
0.000810454	0.000738303	0.000758345
0.000761135	0.000745897	0.000726852
0.000822858	0.00074367	0.000741935
0.000696278	0.000729302	0.000732707
0.000821481	0.000726425	0.000717632
0.000762876	0.000734966	0.000739941
0.000742745	0.000780662	0.000805512
0.000782534	0.000725963	0.000720477
0.000804192	0.000807422	0.000726607
0.000768763	0.000718762	0.000746938
0.000791126	0.000745475	0.000742714
0.000698162	0.000748483	0.000745823
0.000769158	0.000775587	0.000774305
0.00076953	0.000742229	0.000728565
0.000769979	0.000728407	0.000804373
0.000798279	0.000726733	0.000723976
0.000805463	0.000811635	0.000758266
0.000824071	0.000791076	0.000861797
