Static	Dynamic	Guided
0.000712024	0.000753816	0.000758218
0.000695895	0.000704751	0.000724288
0.000793055	0.000720867	0.00070878
0.000681208	0.000682123	0.000682422
0.000759474	0.00072367	0.000735168
0.00069614	0.00069814	0.000708982
0.000794657	0.000784101	0.000754604
0.000725097	0.000736263	0.000712022
0.000796002	0.000745308	0.000768144
0.000694264	0.000712271	0.000720372
0.00076233	0.000745698	0.000744604
0.000695814	0.000710637	0.000726767
0.000697532	0.000773091	0.00076015
0.000697347	0.00074468	0.000731149
0.000760659	0.000759725	0.000718405
0.000764143	0.000741847	0.000739831
0.0007685	0.000727692	0.0007563
0.000697324	0.000714425	0.000743318
0.000798223	0.000801579	0.000775799
0.000726598	0.000742614	0.000730072
0.000861135	0.000802269	0.000756791
0.000759933	0.000749633	0.000763693
0.000766711	0.000776247	0.000764993
0.000767568	0.000961122	0.00079172
