Static	Dynamic	Guided
0.000716608	0.000735327	0.00072011
0.000474175	0.000517343	0.000421583
0.000397977	0.000407963	0.000386084
0.000306735	0.000279347	0.000304386
0.000248533	0.000230869	0.000287098
0.000275986	0.000202915	0.000257123
0.000221227	0.000179348	0.000241614
0.000223358	0.00016141	0.000224592
0.000196125	0.000148689	0.000215431
0.000199405	0.000141697	0.000210701
0.000182867	0.000129563	0.000199899
0.000188381	0.000123952	0.000196045
0.000165073	0.000117698	0.000197038
0.000187676	0.000128049	0.000194407
0.000177998	0.000124555	0.000210633
0.000174902	0.000115732	0.000182012
0.000152768	0.000116984	0.000182189
0.000145229	0.000137834	0.000180995
0.000151792	0.000118074	0.000175849
0.000151158	0.000120713	0.000172868
0.000149383	0.000121636	0.000171862
0.000150712	0.000121428	0.000171905
0.000147915	0.000124324	0.000167586
0.000164916	0.000146159	0.00020609
