Static	Dynamic	Guided
0.000169144	0.000566155	0.00017690700000000002
0.000146162	0.00030612900000000004	0.000180347
0.000164257	0.000152792	0.000178042
0.000165517	0.00012163	0.00017435200000000001
0.000160128	0.00013277700000000002	0.000191421
0.000155993	0.00012498200000000002	0.000175471
0.000178517	0.000153604	0.000183854
0.00018282599999999997	0.000168152	0.00017399
0.000187605	0.00019032	0.00018828400000000002
0.000255511	0.000256255	0.000239748
0.000370628	0.00035451	0.000353625
0.0006606610000000001	0.000663482	0.000642669
0.0008415969999999999	0.000790515	0.0007903589999999999
0.0008020610000000001	0.000808633	0.000810383
0.0007753969999999999	0.000824702	0.0008042160000000001
0.000784525	0.0008091639999999999	0.000798201
