Static	Dynamic	Guided
0.00017029	0.0005108059999999999	0.000179822
0.000163736	0.00029001200000000003	0.000177154
0.000151318	0.00016073700000000002	0.00019883400000000003
0.00016785200000000002	0.000125788	0.000176398
0.00016262	0.000129161	0.000176423
0.000163565	0.000122626	0.00017599
0.00017977099999999998	0.000150191	0.00018051
0.000178506	0.000159137	0.00017827900000000002
0.00018085400000000001	0.00018549299999999998	0.000187491
0.000230735	0.000236546	0.000233794
0.00033450300000000005	0.000359995	0.000333367
0.0007163260000000001	0.000671907	0.000655034
0.0008212	0.000805158	0.000784517
0.0008010939999999999	0.000786009	0.000787774
0.0008557619999999999	0.000839473	0.0008402010000000001
0.000825368	0.0008234669999999999	0.00084015
