Static	Dynamic	Guided
0.00016626	0.00067186	0.00017124099999999998
0.00013275399999999998	0.000362159	0.000172084
0.000139651	0.000182395	0.000174821
0.000151733	0.000128313	0.000173584
0.00016072799999999998	0.000131873	0.00017133
0.000165414	0.000130795	0.00017496299999999998
0.000176728	0.000156691	0.00017434599999999997
0.000182258	0.000169134	0.000175285
0.000193626	0.000219418	0.000196615
0.000234424	0.000247493	0.00024848599999999997
0.000369489	0.000351212	0.000354019
0.000711331	0.000683549	0.00067608
0.000802863	0.0008520860000000001	0.000820552
0.000868257	0.000926642	0.000896888
0.0007961789999999999	0.0008427999999999999	0.00081691
0.0007916860000000001	0.000833525	0.0009037660000000001
