Static	Dynamic	Guided
0.00027319999999999997	0.000781366	0.000224716
0.000246547	0.00047650599999999997	0.000221668
0.000244939	0.000285696	0.00022346
0.00026037099999999996	0.000217186	0.000218143
0.000237323	0.00018204	0.000220802
0.000217984	0.000162803	0.00021889599999999997
0.00022878400000000002	0.000163283	0.000219394
0.00023208599999999997	0.000163155	0.000220073
0.000222275	0.00018462	0.000220166
0.00022773400000000003	0.00022800200000000002	0.00022418099999999997
0.00031925	0.00032507799999999997	0.000325059
0.000605202	0.0006161119999999999	0.0006179530000000001
0.000731526	0.000755852	0.000744717
0.000752014	0.000756525	0.000752215
0.0007257419999999999	0.000756345	0.000757813
0.000743061	0.0007505880000000001	0.00074489
