Static	Dynamic	Guided
0.00079793	0.000816011	0.000832102
0.000474575	0.000429533	0.000471951
0.00035826	0.000302925	0.00033865
0.000291054	0.000231319	0.000275126
0.000252678	0.000202115	0.000248759
0.000237812	0.00017533	0.000232215
0.000228784	0.000163283	0.000219394
0.000218809	0.000148214	0.000207378
0.000213143	0.00014814	0.000204843
0.000194316	0.000143419	0.000191971
0.000205312	0.000144903	0.000189007
0.000184099	0.000142434	0.000180385
0.000182819	0.000146112	0.000178174
0.000189822	0.000146118	0.000174166
0.00017646	0.000145691	0.000173318
0.000182627	0.000143741	0.000171178
0.000176848	0.00014476	0.000173683
0.0001719	0.00014404	0.000167453
0.000177926	0.000148668	0.000171174
0.000174594	0.000148884	0.000165473
0.000176044	0.00014729	0.000166623
0.000170306	0.000149345	0.000165096
0.000176058	0.000157961	0.000176464
0.000163928	0.000154381	0.000168174
