Static	Dynamic	Guided
0.000807233	0.000824677	0.000819403
0.000500261	0.000540186	0.000459146
0.000373222	0.000364851	0.000338098
0.000305061	0.000273479	0.000273488
0.000276394	0.000234181	0.000252027
0.000243587	0.00019709	0.000227484
0.000237323	0.00018204	0.000220802
0.000213792	0.000161454	0.000204902
0.000194772	0.000149176	0.000202827
0.000191097	0.00013794	0.000192403
0.00019456	0.000129887	0.000188861
0.000175944	0.000125165	0.000181143
0.000175234	0.000120142	0.000178244
0.00017148	0.000119951	0.000176729
0.000174053	0.000120907	0.000175402
0.000158745	0.000120711	0.00016932
0.000162831	0.000125089	0.000176021
0.000161278	0.000122623	0.000168163
0.000164709	0.000124542	0.000172083
0.000160391	0.000125367	0.000170582
0.000156372	0.00012463	0.000168044
0.000161622	0.000125586	0.000163439
0.000156105	0.000128282	0.000171878
0.000152442	0.000132897	0.000170151
