Static	Dynamic	Guided
0.00035508	0.00075251	0.000335923
0.00036768	0.000520598	0.00030957
0.000339796	0.00035552	0.00033340599999999996
0.000306735	0.000279347	0.00030438599999999997
0.000305618	0.00024092299999999998	0.00033854800000000004
0.000290834	0.000221415	0.000330516
0.000267745	0.000247147	0.00032707
0.000281689	0.000212897	0.000331455
0.00032052299999999997	0.00021763700000000002	0.000349146
0.000336666	0.000305146	0.000329851
0.000406105	0.000412019	0.00039956800000000005
0.000704689	0.000651906	0.00070623
0.000723826	0.000669564	0.0006728789999999999
0.000684899	0.0006812000000000001	0.000681089
0.000681208	0.0006821230000000001	0.000682422
0.0006562639999999999	0.000660569	0.000680292
