Static	Dynamic	Guided
0.00031125	0.000585142	0.00026281
0.00031403599999999996	0.000369021	0.000248882
0.000295489	0.000240372	0.000247451
0.000275986	0.000202915	0.000257123
0.00023977	0.000175941	0.00026173900000000004
0.000256579	0.000174319	0.000253964
0.000219182	0.00016460599999999998	0.000248352
0.00022087	0.000161697	0.000253841
0.000254322	0.000215466	0.000255303
0.000277988	0.000286587	0.000289305
0.00038794599999999996	0.00041979699999999997	0.00042105800000000003
0.000711607	0.0006907230000000001	0.000707452
0.000662398	0.00068523	0.0007264210000000001
0.000657395	0.00071613	0.0007048410000000001
0.00069614	0.00069814	0.0007089819999999999
0.000724115	0.000719592	0.000698617
