Static	Dynamic	Guided
0.000716346	0.00073808	0.000734098
0.000472827	0.000405453	0.000438018
0.000388463	0.000388249	0.00039165
0.000385431	0.000396476	0.00039185
0.000402222	0.00041238	0.000404853
0.000412719	0.000410184	0.000403655
0.000409069	0.000405209	0.000410892
0.000401255	0.000407255	0.000411411
0.00040678	0.000416218	0.000413697
0.000400541	0.000409257	0.00041903
0.000409999	0.000419774	0.000419784
0.000399465	0.00041789	0.000419785
0.000408933	0.000423114	0.000420117
0.000403756	0.000417296	0.000409804
0.000428491	0.000432273	0.000421839
0.000400142	0.000406878	0.000418518
0.000414284	0.000419749	0.000412517
0.00040408	0.000414534	0.000424673
0.000416674	0.000420971	0.000430959
0.000410579	0.000422496	0.000433769
0.00041488	0.000420701	0.000434425
0.000402086	0.000415264	0.000415469
0.000421818	0.000440744	0.000453003
0.000419569	0.000462133	0.000438462
