Static	Dynamic	Guided
0.000714032	0.000722851	0.000729468
0.00041495	0.000384322	0.000447755
0.000325848	0.000276256	0.000339549
0.000247255	0.000214025	0.000306042
0.000231793	0.000182389	0.000271066
0.000206281	0.000159722	0.000244353
0.0002063	0.000146356	0.000234347
0.000191568	0.000134227	0.000215508
0.00020359	0.000136332	0.000212699
0.000179166	0.000131477	0.00020192
0.000184109	0.000133397	0.000196201
0.000160863	0.00013323	0.000186556
0.00016488	0.000133746	0.000185508
0.000166941	0.000133953	0.000181645
0.000169532	0.000135021	0.000177376
0.000152151	0.00013453	0.000170485
0.000169004	0.000137209	0.000174461
0.000167018	0.000134144	0.000168364
0.000164138	0.000139398	0.000172352
0.000154865	0.000138189	0.000169796
0.000162678	0.000135017	0.000169731
0.00015099	0.000138108	0.000165908
0.000161208	0.000148632	0.000173014
0.000152152	0.000146225	0.000165478
