Static	Dynamic	Guided
0.000790932	0.000808811	0.000809677
0.000462672	0.000415862	0.000444496
0.000371963	0.000323842	0.000376595
0.00032884	0.000242961	0.000306918
0.000347486	0.000232795	0.000249102
0.000253239	0.00019109	0.0002344
0.000253557	0.000203465	0.000236532
0.000222835	0.00020629	0.000212441
0.000232464	0.000190481	0.00021132
0.000229165	0.000184646	0.000196479
0.000237086	0.000185485	0.000194427
0.000215166	0.000185064	0.000189991
0.000174501	0.000186373	0.000186157
0.000184818	0.000187065	0.00018795
0.000186399	0.000186379	0.000185368
0.000187541	0.000187355	0.000190475
0.000180854	0.000185493	0.000187491
0.00017865	0.000186145	0.00018891
0.000177387	0.00018999	0.000184601
0.000187605	0.00019032	0.000188284
0.000182153	0.000192733	0.000186673
0.000185908	0.000189487	0.000190816
0.000193626	0.000219418	0.000196615
0.000252841	0.000226681	0.000224596
