Static	Dynamic	Guided
0.000791225	0.000849996	0.000858229
0.000658173	0.000617375	0.000619255
0.000676907	0.000678064	0.00066569
0.000619768	0.00059146	0.0005862
0.000644697	0.000651143	0.000659916
0.000594414	0.000632212	0.000638973
0.000613564	0.000648909	0.000642026
0.000655487	0.000639102	0.000648853
0.000625069	0.00066337	0.000668888
0.000619298	0.000636815	0.000630991
0.000679673	0.000646571	0.000647023
0.000647625	0.000631978	0.000636125
0.0006838	0.000646957	0.000644136
0.000633547	0.000635291	0.000637059
0.000665097	0.00065355	0.00067458
0.000609959	0.000641117	0.000640218
0.000716326	0.000671907	0.000655034
0.000621788	0.000641093	0.000640499
0.000637899	0.000647116	0.000661283
0.000660661	0.000663482	0.000642669
0.00065325	0.00065361	0.000657966
0.0006779	0.000654724	0.000670274
0.000711331	0.000683549	0.00067608
0.000823978	0.000746834	0.000689665
