Static	Dynamic	Guided
0.000836843	0.000888789	0.000816167
0.000500583	0.000763211	0.000466926
0.000414636	0.000540536	0.000343344
0.000357983	0.000432692	0.000307523
0.000315283	0.000387169	0.000272977
0.000313262	0.000315136	0.000229975
0.000261224	0.000289085	0.000233982
0.000225485	0.000254081	0.00021313
0.00020464	0.000230015	0.000210577
0.000190453	0.000211031	0.000201963
0.000194978	0.000202092	0.000206278
0.000193491	0.000201995	0.000202611
0.000165564	0.000182589	0.000192996
0.000176797	0.000182198	0.00018266
0.000150161	0.000165553	0.000186127
0.000143492	0.000161636	0.000177456
0.000151318	0.000160737	0.000198834
0.000150767	0.000165036	0.000183719
0.000172371	0.00015825	0.000180392
0.000164257	0.000152792	0.000178042
0.000142355	0.000156539	0.000189769
0.000132066	0.000185571	0.000170066
0.000139651	0.000182395	0.000174821
0.000144118	0.000153532	0.000192081
