Static	Dynamic	Guided
0.000800822	0.000824228	0.000834661
0.000511283	0.000443286	0.00048566
0.000383916	0.000361882	0.000367015
0.000334843	0.00024104	0.000271976
0.000263803	0.00023856	0.000288656
0.000255698	0.000179646	0.000238432
0.00021687	0.000166553	0.000221835
0.00021752	0.00015058	0.000211439
0.000187491	0.000139292	0.000204519
0.000181636	0.000131824	0.000195994
0.000174825	0.000123798	0.000192385
0.0001813	0.00012047	0.00018778
0.0001704	0.000117951	0.000186201
0.000165558	0.000127546	0.00018608
0.000183682	0.000121765	0.000180094
0.000162621	0.000121555	0.000175381
0.000163565	0.000122626	0.00017599
0.000158494	0.000134097	0.000177031
0.000152332	0.000122712	0.000172122
0.000155993	0.000124982	0.000175471
0.000150929	0.00012513	0.000174609
0.000152167	0.000120473	0.000171934
0.000165414	0.000130795	0.000174963
0.000147429	0.000132257	0.000214306
