Static	Dynamic	Guided
0.000801282	0.000835525	0.000806795
0.000483116	0.000469534	0.000490989
0.000410642	0.000333368	0.000365635
0.000304035	0.000231572	0.000276825
0.000264393	0.000210498	0.000264145
0.000250133	0.000178635	0.000242791
0.000262125	0.000183741	0.000228452
0.000226384	0.000156359	0.000215074
0.000223894	0.000154159	0.000207687
0.000213155	0.000158895	0.000205689
0.000191339	0.000169183	0.000209968
0.000187799	0.000154684	0.000194726
0.000204878	0.000155626	0.000188292
0.000199453	0.000157568	0.000186131
0.000190752	0.000156835	0.000177678
0.000187635	0.000159751	0.000178965
0.000178506	0.000159137	0.000178279
0.000179722	0.000160073	0.000176505
0.000177297	0.00016042	0.000170776
0.000182826	0.000168152	0.00017399
0.000205465	0.000175132	0.000171804
0.000179113	0.000159113	0.000166229
0.000182258	0.000169134	0.000175285
0.000211551	0.000190412	0.000184547
