Static	Dynamic	Guided
0.00023528099999999997	0.000518641	0.000223448
0.000226706	0.000312843	0.00021653
0.000219597	0.000192109	0.00022119900000000002
0.00020165599999999998	0.000158426	0.000219134
0.00019894900000000002	0.000140329	0.00021998700000000002
0.00019009700000000002	0.000133342	0.000220557
0.00019156799999999998	0.000134227	0.000215508
0.00020067599999999997	0.00015497700000000002	0.00021877599999999998
0.00024896200000000003	0.000202589	0.00021846400000000003
0.00027100400000000004	0.000279382	0.000279336
0.000401255	0.000407255	0.000411411
0.000684229	0.000694501	0.000705836
0.0006965119999999999	0.000708458	0.000700575
0.00070861	0.000698668	0.000706268
0.0006947969999999999	0.000695097	0.0007078239999999999
0.0006946880000000001	0.000698541	0.000712808
